Client Destinataire;Client Facturé;Client Porteur;Date Facture;Numéro Facture;Contrat;Badge;Identifiant 1;Identifiant 2;Identifiant 3;Ligne;Date Entrée;Heure Entrée;Société Entrée;Gare Entrée;Ferié/WE; Date Sortie;Heure Sortie; Société Sortie;Gare Sortie;Fact/Avoir;Taux TVA;Montant HT;Montant TVA;Montant TTC;Classe;Renouvellement;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;26/03/2013;11:18;AREA;RIVES;;26/03/2013;11:30;AREA;VOREPPE BARRIERE;F;19.60;2.34;0.46;2.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;27/03/2013;06:59;AREA;VOREPPE BARRIERE;;27/03/2013;07:40;AREA;ST QUENTIN FAL. BARRIERE;F;19.60;8.53;1.67;10.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;27/03/2013;18:36;AREA;ST QUENTIN FAL. BARRIERE;;27/03/2013;19:08;AREA;VOREPPE BARRIERE;F;19.60;8.53;1.67;10.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;28/03/2013;07:00;AREA;CROLLES BARRIERE;;28/03/2013;07:15;AREA;CHIGNIN BARRIERE ;F;19.60;4.85;0.95;5.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;28/03/2013;07:25;AREA;CHAMBERY NORD;;28/03/2013;08:07;AREA;ANNECY CENTRE;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;28/03/2013;11:31;ADELAC;LIMITE AREA/ADELAC;;28/03/2013;11:38;ADELAC;St-Martin Bellevue A41N;F;19.60;4.77;0.93;5.70;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;28/03/2013;11:31;AREA;ANNECY CENTRE;;28/03/2013;11:38;AREA;LIMITE AREA/ADELAC;F;19.60;1.09;0.21;1.30;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;28/03/2013;18:17;ADELAC;St-Martin Bellevue A41N;;28/03/2013;18:57;ADELAC;LIMITE AREA/ADELAC;F;19.60;4.77;0.93;5.70;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;28/03/2013;18:17;AREA;LIMITE AREA/ADELAC;;28/03/2013;18:57;AREA;CHAMBERY NORD;F;19.60;4.52;0.88;5.40;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;28/03/2013;19:07;AREA;CHIGNIN BARRIERE ;;28/03/2013;19:23;AREA;CROLLES BARRIERE;F;19.60;4.85;0.95;5.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;29/03/2013;08:07;AREA;CROLLES BARRIERE;;29/03/2013;08:24;AREA;MONTMELIAN;F;19.60;4.01;0.79;4.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00009;RDA-VU-ZZZZZTDIS;;;Trajet;29/03/2013;12:03;AREA;MONTMELIAN;;29/03/2013;12:18;AREA;CROLLES BARRIERE;F;19.60;4.01;0.79;4.80;1;;
030192868;030192868;030192868;;1303440957;DIAGON'ALPES;TOTAL BADGE P00009;;;;;;;;;;;;;;;;300.80;58.10;358.90;;;

030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;04/03/2013;08:27;AREA;STE HELENE BARRIERE;;04/03/2013;08:43;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;Non;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;04/03/2013;09:23;AREA;CHAMBERY NORD;;04/03/2013;09:43;AREA;ANNECY CENTRE;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;04/03/2013;14:55;AREA;ANNECY CENTRE;;04/03/2013;15:17;AREA;CHAMBERY NORD;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;04/03/2013;18:47;AREA;CHIGNIN BARRIERE ;;04/03/2013;19:02;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;05/03/2013;08:34;AREA;STE HELENE BARRIERE;;05/03/2013;08:48;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;05/03/2013;18:47;AREA;CHIGNIN BARRIERE ;;05/03/2013;19:04;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;06/03/2013;07:55;AREA;STE HELENE BARRIERE;;06/03/2013;08:10;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;06/03/2013;19:10;AREA;CHIGNIN BARRIERE ;;06/03/2013;19:26;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;07/03/2013;10:17;AREA;STE HELENE BARRIERE;;07/03/2013;10:42;AREA;LIMITE AREA/SFTRF;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;07/03/2013;10:17;SFTRF;AREA/SFTRF;;07/03/2013;10:42;SFTRF;HERMILLON;F;19.60;4.01;0.79;4.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;07/03/2013;11:58;SFTRF;HERMILLON;;07/03/2013;12:32;SFTRF;AREA/SFTRF;F;19.60;4.01;0.79;4.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;07/03/2013;11:58;AREA;LIMITE AREA/SFTRF;;07/03/2013;12:32;AREA;CHIGNIN BARRIERE ;F;19.60;3.09;0.61;3.70;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;07/03/2013;18:53;AREA;CHIGNIN BARRIERE ;;07/03/2013;19:08;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;08/03/2013;07:52;AREA;STE HELENE BARRIERE;;08/03/2013;08:07;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;08/03/2013;19:02;AREA;CHIGNIN BARRIERE ;;08/03/2013;19:17;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;11/03/2013;08:29;AREA;STE HELENE BARRIERE;;11/03/2013;08:43;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;11/03/2013;09:24;AREA;CHIGNIN BARRIERE ;;11/03/2013;09:28;AREA;MONTMELIAN;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;11/03/2013;11:20;AREA;MONTMELIAN;;11/03/2013;11:24;AREA;CHIGNIN BARRIERE ;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;11/03/2013;18:42;AREA;CHIGNIN BARRIERE ;;11/03/2013;18:58;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;12/03/2013;07:45;AREA;STE HELENE BARRIERE;;12/03/2013;08:00;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;12/03/2013;09:31;AREA;CHIGNIN BARRIERE ;;12/03/2013;09:36;AREA;PONTCHARRA;F;19.60;1.34;0.26;1.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;12/03/2013;10:20;AREA;PONTCHARRA;;12/03/2013;10:26;AREA;CHIGNIN BARRIERE ;F;19.60;1.34;0.26;1.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;12/03/2013;13:24;AREA;CHIGNIN BARRIERE ;;12/03/2013;13:39;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;13/03/2013;07:58;AREA;STE HELENE BARRIERE;;13/03/2013;08:13;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;13/03/2013;11:07;AREA;CHIGNIN BARRIERE ;;13/03/2013;11:21;AREA;CROLLES BARRIERE;F;19.60;4.85;0.95;5.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;13/03/2013;12:13;AREA;CROLLES BARRIERE;;13/03/2013;12:27;AREA;CHIGNIN BARRIERE ;F;19.60;4.85;0.95;5.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;13/03/2013;19:00;AREA;CHIGNIN BARRIERE ;;13/03/2013;19:16;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;14/03/2013;07:50;AREA;STE HELENE BARRIERE;;14/03/2013;08:05;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;14/03/2013;16:51;AREA;CHIGNIN BARRIERE ;;14/03/2013;16:55;AREA;MONTMELIAN;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;14/03/2013;18:23;AREA;MONTMELIAN;;14/03/2013;18:28;AREA;CHIGNIN BARRIERE ;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;14/03/2013;18:52;AREA;CHIGNIN BARRIERE ;;14/03/2013;19:09;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;15/03/2013;09:40;AREA;SAINT PIERRE D'ALBIGNY;;15/03/2013;09:48;AREA;CHIGNIN BARRIERE ;F;19.60;2.09;0.41;2.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;15/03/2013;11:20;AREA;CHIGNIN BARRIERE ;;15/03/2013;11:24;AREA;MONTMELIAN;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;15/03/2013;12:00;AREA;MONTMELIAN;;15/03/2013;12:04;AREA;CHIGNIN BARRIERE ;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;15/03/2013;19:37;AREA;CHIGNIN BARRIERE ;;15/03/2013;19:52;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;18/03/2013;10:16;AREA;SAINT PIERRE D'ALBIGNY;;18/03/2013;10:25;AREA;CHIGNIN BARRIERE ;F;19.60;2.09;0.41;2.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;18/03/2013;18:42;AREA;CHIGNIN BARRIERE ;;18/03/2013;18:58;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;19/03/2013;08:24;SFTRF;AREA/SFTRF;;19/03/2013;08:48;SFTRF;HERMILLON;F;19.60;4.01;0.79;4.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;19/03/2013;08:24;AREA;STE HELENE BARRIERE;;19/03/2013;08:48;AREA;LIMITE AREA/SFTRF;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;19/03/2013;09:50;SFTRF;HERMILLON;;19/03/2013;10:12;SFTRF;AREA/SFTRF;F;19.60;4.01;0.79;4.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;19/03/2013;09:50;AREA;LIMITE AREA/SFTRF;;19/03/2013;10:12;AREA;STE HELENE BARRIERE;F;19.60;1.25;0.25;1.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;19/03/2013;10:55;AREA;STE HELENE BARRIERE;;19/03/2013;11:10;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;19/03/2013;14:51;AREA;CHIGNIN BARRIERE ;;19/03/2013;14:59;AREA;SAINT PIERRE D'ALBIGNY;F;19.60;2.09;0.41;2.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;19/03/2013;15:50;AREA;SAINT PIERRE D'ALBIGNY;;19/03/2013;15:59;AREA;CHIGNIN BARRIERE ;F;19.60;2.09;0.41;2.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;19/03/2013;18:02;AREA;CHIGNIN BARRIERE ;;19/03/2013;18:18;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;20/03/2013;11:58;AREA;STE HELENE BARRIERE;;20/03/2013;12:13;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;25/03/2013;13:58;AREA;CHIGNIN BARRIERE ;;25/03/2013;14:14;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;26/03/2013;08:38;AREA;STE HELENE BARRIERE;;26/03/2013;08:53;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;26/03/2013;18:45;AREA;CHIGNIN BARRIERE ;;26/03/2013;19:02;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;27/03/2013;09:51;AREA;STE HELENE BARRIERE;;27/03/2013;10:08;AREA;PONTCHARRA;F;19.60;4.18;0.82;5.00;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;27/03/2013;10:43;AREA;PONTCHARRA;;27/03/2013;10:50;AREA;CHIGNIN BARRIERE ;F;19.60;1.34;0.26;1.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;27/03/2013;18:32;AREA;CHIGNIN BARRIERE ;;27/03/2013;18:48;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;28/03/2013;08:34;AREA;STE HELENE BARRIERE;;28/03/2013;08:49;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;28/03/2013;15:29;AREA;CHIGNIN LES MARCHES;;28/03/2013;15:43;AREA;CROLLES BARRIERE;F;19.60;3.26;0.64;3.90;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;28/03/2013;17:55;AREA;CROLLES BARRIERE;;28/03/2013;18:10;AREA;CHIGNIN BARRIERE ;F;19.60;4.85;0.95;5.80;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;28/03/2013;18:31;AREA;CHIGNIN BARRIERE ;;28/03/2013;18:49;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;29/03/2013;08:31;AREA;STE HELENE BARRIERE;;29/03/2013;08:46;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;29/03/2013;15:17;AREA;CHIGNIN BARRIERE ;;29/03/2013;15:25;AREA;SAINT PIERRE D'ALBIGNY;F;19.60;2.09;0.41;2.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;29/03/2013;16:05;AREA;SAINT PIERRE D'ALBIGNY;;29/03/2013;16:14;AREA;CHIGNIN BARRIERE ;F;19.60;2.09;0.41;2.50;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;29/03/2013;19:10;AREA;CHIGNIN BARRIERE ;;29/03/2013;19:26;AREA;STE HELENE BARRIERE;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;30/03/2013;11:51;AREA;STE HELENE BARRIERE;WE;30/03/2013;12:18;AREA;CHIGNIN BARRIERE ;F;19.60;4.35;0.85;5.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00010;FHN-VP-04ZZZNCOM;;;Trajet;30/03/2013;12:29;AREA;CHAMBERY NORD;WE;30/03/2013;12:47;AREA;ANNECY CENTRE;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;;1303440957;DIAGON'ALPES;TOTAL BADGE P00010;;;;;;;;;;;;;;;;215.33;42.17;257.50;;;

030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;05/03/2013;08:10;AREA;ANNECY CENTRE;;05/03/2013;08:30;AREA;CHAMBERY NORD;F;19.60;3.85;0.75;4.60;1;Non;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;05/03/2013;12:36;AREA;CHAMBERY NORD;;05/03/2013;14:00;AREA;ST QUENTIN FAL. BARRIERE;F;19.60;9.20;1.80;11.00;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;05/03/2013;16:25;AREA;ST QUENTIN FAL. BARRIERE;;05/03/2013;16:59;AREA;CHAMBERY NORD;F;19.60;9.20;1.80;11.00;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;05/03/2013;18:26;AREA;CHAMBERY NORD;;05/03/2013;18:44;AREA;ANNECY CENTRE;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;06/03/2013;06:46;AREA;ANNECY CENTRE;;06/03/2013;06:50;AREA;SEYNOD SUD;F;19.60;0.50;0.10;0.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;06/03/2013;06:58;AREA;SEYNOD SUD;;06/03/2013;08:19;AREA;CHATUZANGE BARRIERE;F;19.60;15.22;2.98;18.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;06/03/2013;18:43;AREA;CHATUZANGE BARRIERE;;06/03/2013;19:59;AREA;SEYNOD SUD;F;19.60;15.22;2.98;18.20;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;06/03/2013;20:01;AREA;SEYNOD SUD;;06/03/2013;20:05;AREA;ANNECY CENTRE;F;19.60;0.50;0.10;0.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;07/03/2013;13:47;AREA;ANNECY CENTRE;;07/03/2013;14:06;AREA;CHAMBERY NORD;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;07/03/2013;16:24;AREA;CHAMBERY NORD;;07/03/2013;16:40;AREA;SEYNOD SUD;F;19.60;3.01;0.59;3.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;08/03/2013;11:47;AREA;ANNECY CENTRE;;08/03/2013;12:08;AREA;CHAMBERY NORD;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;08/03/2013;13:51;AREA;CHAMBERY NORD;;08/03/2013;14:07;AREA;ANNECY CENTRE;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;11/03/2013;11:59;AREA;ANNECY CENTRE;;11/03/2013;12:16;AREA;AIX SUD;F;19.60;2.76;0.54;3.30;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;11/03/2013;15:00;AREA;CHAMBERY NORD;;11/03/2013;15:20;AREA;ANNECY CENTRE;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;12/03/2013;15:00;AREA;AIX NORD;;12/03/2013;15:07;AREA;CHAMBERY NORD;F;19.60;1.17;0.23;1.40;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;12/03/2013;16:07;AREA;CHAMBERY NORD;;12/03/2013;16:26;AREA;ANNECY CENTRE;F;19.60;3.85;0.75;4.60;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;13/03/2013;07:55;AREA;ANNECY CENTRE;;13/03/2013;08:46;AREA;ST QUENTIN FAL. BARRIERE;F;19.60;11.71;2.29;14.00;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;13/03/2013;17:53;AREA;ST QUENTIN FAL. BARRIERE;;13/03/2013;18:44;AREA;ANNECY CENTRE;F;19.60;11.71;2.29;14.00;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;15/03/2013;06:35;AREA;ANNECY CENTRE;;15/03/2013;07:35;AREA;TULLINS;F;19.60;10.79;2.11;12.90;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;15/03/2013;07:37;AREA;TULLINS;;15/03/2013;08:00;AREA;CHATUZANGE BARRIERE;F;19.60;5.10;1.00;6.10;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;15/03/2013;13:07;AREA;CHATUZANGE BARRIERE;;15/03/2013;13:30;AREA;TULLINS;F;19.60;5.10;1.00;6.10;1;;
030192868;030192868;030192868;08/04/2013;1303440957;DIAGON'ALPES;P00011;TPT-VP-04ZZZNCOM;;;Trajet;15/03/2013;13:40;AREA;TULLINS;;15/03/2013;14:27;AREA;CHAMBERY NORD;F;19.60;7.94;1.56;9.50;1;;
